sku_id,description,analysis_weeks,positive_demand_weeks,zero_demand_week_pct,mean_weekly_demand,std_weekly_demand,coefficient_of_variation,average_demand_interval_weeks,lag_1_autocorrelation,first_13_week_average,last_13_week_average,trend_slope_units_per_week,recent_vs_initial_13_week_change_pct
84932A,UNKNOWN,104,14,86.54,2.50,10.72,4.288,7.43,0.310,3.23,0.00,-0.091,-100.00
84932B,SMALL PINK PEONY FOLDING STOOL,104,10,90.38,1.79,8.57,4.789,10.40,0.282,9.92,0.00,-0.081,-100.00
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,104,18,82.69,2.68,7.55,2.815,5.78,0.310,5.62,0.00,-0.095,-100.00
84932D,UNKNOWN,104,11,89.42,2.24,10.34,4.616,9.45,0.397,13.92,0.00,-0.103,-100.00
84933A,LARGE GREEN PEONY FOLDING STOOL,104,3,97.12,1.17,9.68,8.252,34.67,-0.012,9.38,0.00,-0.062,-100.00
84933B,LARGE PINK PEONY FOLDING STOOL,104,3,97.12,1.22,9.83,8.053,34.67,-0.002,9.77,0.00,-0.065,-100.00
84933C,UNKNOWN,104,4,96.15,1.32,9.70,7.367,26.00,-0.015,10.54,0.00,-0.069,-100.00
84934,ASSTD DESIGN POP ART SLIM PEN,104,9,91.35,5.80,29.71,5.124,11.56,0.017,34.08,0.00,-0.260,-100.00
84937,UNKNOWN,104,22,78.85,23.68,85.34,3.604,4.73,0.237,101.54,0.00,-1.047,-100.00
84940,UNKNOWN,104,1,99.04,0.10,0.98,10.198,104.00,-0.010,0.77,0.00,-0.005,-100.00
84942,KASHMIR FOLKART HEART DISHES,104,2,98.08,0.03,0.22,7.572,52.00,-0.018,0.23,0.00,-0.002,-100.00
84944,SET OF 6 KASHMIR FOLKART BAUBLES,104,47,54.81,17.81,62.13,3.489,2.21,0.126,6.15,7.23,0.202,17.50
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,104,90,13.46,204.88,215.33,1.051,1.16,0.341,0.31,313.54,1.115,101800.00
84946,ANTIQUE SILVER T-LIGHT GLASS,104,102,1.92,343.03,253.19,0.738,1.02,0.500,245.92,504.54,1.955,105.16
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,104,101,2.88,149.06,136.05,0.913,1.03,0.186,106.69,268.46,1.112,151.62
84948,SILVER HANGING T-LIGHT HOLDER DOME,104,12,88.46,1.96,7.95,4.053,8.67,0.660,13.46,0.00,-0.101,-100.00
84949,SILVER HANGING T-LIGHT HOLDER,104,100,3.85,110.38,117.37,1.063,1.04,0.276,93.62,136.62,-0.237,45.93
84950,ASSORTED COLOUR T-LIGHT HOLDER,104,86,17.31,55.55,181.74,3.272,1.21,0.036,31.69,46.62,0.034,47.09
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,104,58,44.23,5.37,9.30,1.733,1.79,0.124,3.69,10.54,0.107,185.42
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,104,51,50.96,5.24,11.22,2.140,2.04,0.247,7.23,5.92,0.053,-18.09
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,104,21,79.81,1.41,4.01,2.840,4.95,0.156,0.92,1.62,-0.003,75.00
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,104,24,76.92,3.47,13.23,3.812,4.33,0.066,0.77,0.92,-0.012,20.00
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,104,22,78.85,3.72,13.70,3.682,4.73,0.055,3.62,0.23,-0.039,-93.62
84962,SET/3 COLOUR PAINTED KASHMIRI STOOL,104,2,98.08,0.03,0.22,7.572,52.00,-0.018,0.15,0.00,-0.001,-100.00
84963A,PINK PAINTED KASHMIRI CHAIR,104,8,92.31,0.22,0.99,4.498,13.00,-0.050,0.08,0.00,-0.002,-100.00
84963B,BLUE PAINTED KASHMIRI CHAIR,104,5,95.19,0.17,0.97,5.604,20.80,-0.032,0.00,0.00,-0.000,
84964A,UNKNOWN,104,2,98.08,0.12,1.00,8.650,52.00,-0.014,0.77,0.00,-0.004,-100.00
84964B,BLUE PAINTED KASHMIRI TABLE,104,2,98.08,0.16,1.57,9.611,52.00,-0.011,1.23,0.00,-0.007,-100.00
84965A,PINK KASHMIRI COFFEE TABLE,104,3,97.12,0.19,1.52,7.907,34.67,-0.016,1.15,0.00,-0.007,-100.00
84965B,BLUE KASHMIRI COFFEE TABLE,104,4,96.15,0.26,1.76,6.789,26.00,-0.022,1.15,0.00,-0.008,-100.00
84966A,PINK KASHMIRI BOXED MIRROR,104,4,96.15,0.12,0.84,6.752,26.00,-0.022,0.31,0.00,-0.003,-100.00
84966B,BLUE KASHMIRI BOXED MIRROR,104,4,96.15,0.32,2.05,6.458,26.00,-0.024,0.23,0.00,-0.005,-100.00
84966C,GREEN KASHMIRI BOXED MIRROR,104,3,97.12,0.38,2.45,6.534,34.67,0.468,0.00,0.00,-0.005,
84967A,PINK KASHMIRI OCCASIONAL TABLE,104,3,97.12,0.03,0.17,5.830,34.67,-0.030,0.08,0.00,-0.001,-100.00
84967B,BLUE KASHMIRI OCCASIONAL TABLE,104,10,90.38,0.23,0.85,3.684,10.40,0.005,0.31,0.00,-0.005,-100.00
84967C,GREEN KASHMIRI OCCASIONAL TABLE,104,4,96.15,0.09,0.61,7.039,26.00,-0.021,0.00,0.00,-0.002,
84968A,SET OF 16 VINTAGE ROSE CUTLERY,104,80,23.08,5.13,8.10,1.578,1.30,0.172,9.15,4.23,-0.025,-53.78
84968B,SET OF 16 VINTAGE IVORY CUTLERY,104,39,62.50,4.12,10.17,2.471,2.67,0.504,13.23,0.00,-0.154,-100.00
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,104,75,27.88,6.08,14.94,2.458,1.39,0.337,14.85,1.15,-0.081,-92.23
84968D,SET OF 16 VINTAGE RED CUTLERY,104,49,52.88,9.17,48.71,5.310,2.12,-0.001,19.69,0.85,-0.230,-95.70
84968E,SET OF 16 VINTAGE BLACK CUTLERY,104,56,46.15,3.86,10.99,2.850,1.86,0.524,13.62,2.46,-0.077,-81.92
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,104,57,45.19,2.85,6.40,2.249,1.82,0.350,3.54,0.69,-0.005,-80.43
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,104,92,11.54,9.28,7.91,0.853,1.13,0.132,4.92,9.00,0.034,82.81
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,104,101,2.88,165.48,128.53,0.777,1.03,0.128,191.00,97.15,-1.365,-49.13
84970S,HANGING HEART ZINC T-LIGHT HOLDER,104,102,1.92,253.56,161.60,0.637,1.02,0.440,261.00,129.23,-2.241,-50.49
84971L,LARGE HEART FLOWERS HOOK,104,17,83.65,5.25,19.61,3.736,6.12,0.326,25.08,0.31,-0.242,-98.77
84971S,SMALL HEART FLOWERS HOOK,104,101,2.88,61.04,67.73,1.110,1.03,0.192,109.77,22.08,-0.969,-79.89
84972L,GIANT PINK HEART MEMO HOLDER,104,13,87.50,2.29,12.22,5.338,8.00,0.179,0.15,0.00,-0.072,-100.00
84974,S/2 ZINC HEART DESIGN PLANTERS,104,43,58.65,0.86,1.40,1.640,2.42,0.139,1.00,0.54,-0.004,-46.15
84975,HEART SHAPED MIRROR,104,47,54.81,20.73,41.18,1.987,2.21,0.297,55.00,0.00,-0.700,-100.00
84976,RECTANGULAR SHAPED MIRROR,104,37,64.42,6.33,21.66,3.423,2.81,0.226,3.31,6.62,0.137,100.00
84977,UNKNOWN,104,33,68.27,2.69,8.44,3.134,3.15,0.068,7.00,0.00,-0.085,-100.00
84978,HANGING HEART JAR T-LIGHT HOLDER,104,101,2.88,206.21,113.72,0.551,1.03,0.268,145.85,189.31,0.845,29.80
84984A,GREEN PEONY CUSHION COVER,104,14,86.54,2.56,15.25,5.964,7.43,0.489,0.85,0.85,-0.090,0.00
84984B,RED PEONY CUSHION COVER,104,14,86.54,3.78,21.18,5.604,7.43,0.245,8.69,0.85,-0.144,-90.27
84984C,ORIENTAL BLUE CUSHION COVER,104,13,87.50,2.23,14.49,6.497,8.00,-0.005,8.69,0.00,-0.094,-100.00
84984D,ORIENTAL RED CUSHION COVER,104,16,84.62,1.41,10.80,7.639,6.50,0.003,9.62,0.62,-0.049,-93.60
84985A,SET OF 72 GREEN PAPER DOILIES,104,60,42.31,6.27,11.23,1.792,1.73,0.327,11.54,0.00,-0.177,-100.00
84985B,SET OF 72 BLACK PAPER DOILIES,104,11,89.42,1.09,4.54,4.176,9.45,0.609,8.62,0.00,-0.052,-100.00
84986A,UNKNOWN,104,1,99.04,0.11,1.08,10.198,104.00,-0.010,0.85,0.00,-0.006,-100.00
84986B,SET OF 36 SILVER PAPER DOILIES,104,31,70.19,4.14,9.78,2.359,3.35,0.228,9.23,0.00,-0.141,-100.00
84987,SET OF 36 TEATIME PAPER DOILIES,104,102,1.92,76.99,79.56,1.033,1.02,0.280,62.77,65.15,-0.302,3.80
84988,SET OF 72 PINK HEART PAPER DOILIES,104,102,1.92,107.16,300.23,2.802,1.02,0.024,64.31,79.46,0.579,23.56
84989A,75 GREEN FAIRY CAKE CASES,104,83,20.19,21.05,76.65,3.642,1.25,0.019,31.23,0.92,-0.662,-97.04
84989B,75 BLACK FAIRY CAKE CASES,104,27,74.04,9.57,29.00,3.031,3.85,0.054,42.92,0.00,-0.413,-100.00
84990,UNKNOWN,104,46,55.77,42.87,114.90,2.681,2.26,0.310,96.77,0.00,-1.256,-100.00
84991,60 TEATIME FAIRY CAKE CASES,104,102,1.92,512.28,338.50,0.661,1.02,0.264,677.69,407.92,-4.669,-39.81
84992,72 SWEETHEART FAIRY CAKE CASES,104,102,1.92,328.21,302.18,0.921,1.02,0.015,514.46,244.54,-2.463,-52.47
84993A,75 GREEN PETIT FOUR CASES,104,86,17.31,14.11,16.96,1.203,1.21,0.268,13.23,10.00,-0.151,-24.42
84993B,75 BLACK PETIT FOUR CASES,104,46,55.77,5.29,11.71,2.215,2.26,0.319,22.69,0.00,-0.186,-100.00
84997A,CHILDRENS CUTLERY POLKADOT GREEN,104,92,11.54,50.83,56.31,1.108,1.13,0.071,22.31,57.85,0.084,159.31
84997B,CHILDRENS CUTLERY RETROSPOT RED,104,102,1.92,92.69,77.61,0.837,1.02,0.025,101.23,93.38,-0.323,-7.75
84997C,CHILDRENS CUTLERY POLKADOT BLUE,104,101,2.88,86.57,85.98,0.993,1.03,-0.046,111.54,99.54,-0.229,-10.76
84997D,CHILDRENS CUTLERY POLKADOT PINK,104,97,6.73,104.30,99.23,0.951,1.07,0.003,114.23,138.85,0.091,21.55
85006,SET 4 NURSERY DES ROUND BOXES,104,27,74.04,29.26,198.56,6.786,3.85,-0.018,3.54,0.00,-0.424,-100.00
85007,SET OF 3 VINTAGE TEA TIME BOXES,104,7,93.27,1.20,5.78,4.806,14.86,0.017,9.62,0.00,-0.058,-100.00
85008,UNKNOWN,104,47,54.81,2.48,4.94,1.993,2.21,0.168,4.00,0.00,-0.070,-100.00
85014A,BLACK/BLUE POLKADOT UMBRELLA,104,100,3.85,38.25,93.74,2.451,1.04,0.036,124.46,32.00,-0.655,-74.29
85014B,RED RETROSPOT UMBRELLA,104,102,1.92,52.18,101.97,1.954,1.02,0.056,137.69,59.62,-0.572,-56.70
85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,104,21,79.81,3.21,22.47,6.997,4.95,0.672,23.46,0.00,-0.172,-100.00
85014D,UNKNOWN,104,13,87.50,12.69,80.06,6.308,8.00,0.072,101.38,0.00,-0.691,-100.00
85015,SET OF 12 VINTAGE POSTCARD SET,104,86,17.31,27.89,47.20,1.692,1.21,0.179,30.08,83.00,0.531,175.96
85016,SET OF 6 VINTAGE NOTELETS KIT,104,65,37.50,16.12,43.51,2.698,1.60,-0.005,32.00,0.00,-0.283,-100.00
85017A,ENVELOPE 50 ROMANTIC IMAGES,104,44,57.69,10.57,33.77,3.195,2.36,0.169,33.69,0.00,-0.362,-100.00
85017B,ENVELOPE 50 BLOSSOM IMAGES,104,88,15.38,21.10,37.47,1.776,1.18,0.104,22.62,22.77,-0.013,0.68
85017C,adjustment,104,49,52.88,10.09,33.75,3.346,2.12,0.188,10.46,0.00,-0.247,-100.00
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,104,10,90.38,0.14,0.55,3.794,10.40,0.156,0.31,0.00,-0.005,-100.00
85018B,S/6 PAPER BOXES BLOSSOM IMAGES,104,9,91.35,0.14,0.66,4.574,11.56,-0.026,0.08,0.00,-0.003,-100.00
85018C,UNKNOWN,104,7,93.27,0.43,2.99,6.913,14.86,0.140,2.85,0.00,-0.021,-100.00
85018D,YULETIDE IMAGES S/6 PAPER BOXES,104,22,78.85,7.21,30.86,4.279,4.73,0.601,2.62,0.00,-0.072,-100.00
85019A,ROMANTIC IMAGES NOTEBOOK SET,104,40,61.54,5.97,17.11,2.865,2.60,0.023,4.15,13.31,0.043,220.37
85019B,BLOSSOM IMAGES NOTEBOOK SET,104,33,68.27,7.03,19.49,2.773,3.15,0.141,0.00,22.23,0.149,
85019C,CURIOUS IMAGES NOTEBOOK SET,104,20,80.77,4.06,17.07,4.206,5.20,-0.054,0.08,0.00,-0.032,-100.00
85020,ROUND PINK HEART MIRROR,104,40,61.54,2.18,5.53,2.536,2.60,-0.040,6.69,0.69,-0.041,-89.66
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,104,8,92.31,0.22,1.10,4.960,13.00,0.273,1.69,0.00,-0.011,-100.00
85023B,EAU DE NILE JEWELLED PHOTOFRAME,104,29,72.12,2.79,10.55,3.785,3.59,-0.056,6.77,2.08,-0.021,-69.32
85023C,PINK LARGE JEWELED PHOTOFRAME,104,8,92.31,0.22,0.86,3.882,13.00,0.143,0.77,0.00,-0.009,-100.00
85024A,CRYSTAL SMALL JEWELLED PHOTOFRAME,104,0,100.00,0.00,0.00,0.000,0.00,,0.00,0.00,0.000,
85024B,EAU DE NILE JEWELLED PHOTOFRAME,104,19,81.73,7.62,58.05,7.613,5.47,-0.018,0.08,1.08,0.040,1300.00
85024C,PINK SMALL JEWELLED PHOTOFRAME,104,32,69.23,0.93,2.13,2.287,3.25,0.220,0.92,0.62,-0.013,-33.33
85025A,UNKNOWN,104,1,99.04,0.05,0.49,10.198,104.00,-0.010,0.38,0.00,-0.003,-100.00
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,104,53,49.04,5.44,15.87,2.916,1.96,-0.029,6.23,11.54,0.067,85.19
85025C,PINK HEART SHAPE PHOTO FRAME,104,64,38.46,8.29,21.87,2.639,1.62,-0.034,9.77,0.00,-0.008,-100.00
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,104,25,75.96,3.79,15.99,4.220,4.16,-0.009,13.38,3.08,-0.074,-77.01
85027L,UNKNOWN,104,25,75.96,1.90,6.10,3.203,4.16,0.250,0.38,0.00,-0.006,-100.00
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,104,20,80.77,2.73,15.25,5.586,5.20,0.315,0.46,0.00,-0.042,-100.00
85028S,FRENCH CHATEAU SMALL FRUITBOWL,104,19,81.73,4.38,18.07,4.120,5.47,0.402,0.54,0.00,-0.059,-100.00
85030,FRENCH CHATEAU OVAL PLATTER,104,17,83.65,2.03,10.53,5.192,6.12,0.090,0.38,0.00,-0.029,-100.00
85031A,ROMANTIC IMAGES SCRAP BOOK SET,104,43,58.65,4.49,13.88,3.092,2.42,0.099,12.54,0.00,-0.166,-100.00
85031B,BLOSSOM IMAGES SCRAP BOOK SET,104,38,63.46,4.49,14.50,3.229,2.74,0.090,4.85,0.00,-0.129,-100.00
85031C,CURIOUS IMAGES SCRAP BOOK SET,104,38,63.46,4.54,13.71,3.020,2.74,0.140,8.54,0.00,-0.140,-100.00
85032A,ROMANTIC IMAGES GIFT WRAP SET,104,54,48.08,13.77,30.84,2.240,1.93,0.239,12.15,29.15,0.162,139.87
85032B,BLOSSOM IMAGES GIFT WRAP SET,104,52,50.00,9.03,19.13,2.119,2.00,0.055,0.85,20.00,0.214,2263.64
85032C,CURIOUS IMAGES GIFT WRAP SET,104,55,47.12,8.12,20.34,2.503,1.89,0.108,0.38,24.62,0.186,6300.00
85032D,YULETIDE IMAGES GIFT WRAP SET,104,45,56.73,12.39,30.26,2.441,2.31,0.357,0.46,25.69,0.288,5466.67
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,104,5,95.19,1.64,8.26,5.021,20.80,0.290,7.15,0.00,-0.070,-100.00
85033S,UNKNOWN,104,10,90.38,1.97,9.96,5.051,10.40,0.495,10.46,0.00,-0.080,-100.00
85034A,check,104,57,45.19,8.10,24.57,3.035,1.82,0.584,10.46,35.69,0.138,241.18
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,104,45,56.73,10.64,27.60,2.593,2.31,0.649,5.23,51.62,0.295,886.76
85034C,3 ROSE MORRIS BOXED CANDLES,104,53,49.04,12.32,33.05,2.683,1.96,0.802,4.69,68.31,0.414,1355.74
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,104,66,36.54,6.21,12.26,1.974,1.58,0.294,6.77,13.92,0.009,105.68
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,104,53,49.04,9.53,38.20,4.009,1.96,0.090,12.92,6.77,-0.052,-47.62
85035C,ROSE 3 WICK MORRIS BOX CANDLE,104,63,39.42,13.04,44.62,3.422,1.65,0.227,4.62,43.62,0.249,845.00
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,104,80,23.08,5.93,10.52,1.773,1.30,0.064,6.38,6.77,-0.023,6.02
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,104,42,59.62,5.70,13.83,2.426,2.48,0.115,6.15,14.69,0.043,138.75
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,104,52,50.00,8.41,31.49,3.743,2.00,0.715,2.69,47.23,0.284,1654.29
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,104,87,16.35,24.47,39.55,1.616,1.20,0.262,50.15,38.69,-0.108,-22.85
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,104,79,24.04,14.30,31.56,2.207,1.32,0.221,5.77,18.15,0.111,214.67
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,104,76,26.92,15.48,26.73,1.727,1.37,0.039,8.54,13.31,0.059,55.86
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,104,60,42.31,5.12,14.10,2.752,1.73,0.124,1.38,2.38,0.023,72.22
85040A,S/4 PINK FLOWER CANDLES IN BOWL,104,99,4.81,20.12,18.10,0.900,1.05,0.216,22.46,21.62,-0.053,-3.77
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,104,64,38.46,23.63,51.29,2.170,1.62,0.256,43.62,0.00,-0.668,-100.00
85041,UNKNOWN,104,25,75.96,17.16,91.16,5.311,4.16,-0.001,30.69,0.00,-0.561,-100.00
85042,ANTIQUE LILY FAIRY LIGHTS,104,46,55.77,24.45,43.04,1.760,2.26,0.396,74.31,0.00,-0.865,-100.00
85043,UNKNOWN,104,2,98.08,0.02,0.14,7.176,52.00,-0.020,0.15,0.00,-0.001,-100.00
85044,UNKNOWN,104,17,83.65,1.16,3.97,3.415,6.12,0.356,1.54,0.00,-0.027,-100.00
85045,UNKNOWN,104,30,71.15,4.61,15.13,3.285,3.47,0.343,1.23,0.69,-0.013,-43.75
85047,WHITE BEADED GARLAND STRING 20LIGHT,104,46,55.77,9.41,17.60,1.870,2.26,0.571,25.31,0.00,-0.285,-100.00
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,104,58,44.23,24.56,45.46,1.851,1.79,0.726,8.15,88.38,0.467,983.96
85049A,TRADITIONAL CHRISTMAS RIBBONS,104,84,19.23,61.43,94.82,1.543,1.24,0.603,31.69,171.08,0.794,439.81
85049B,LUSH GREENS RIBBONS,104,59,43.27,20.15,29.76,1.476,1.76,0.464,35.15,0.15,-0.621,-99.56
85049C,ROMANTIC PINKS RIBBONS,104,96,7.69,28.07,24.30,0.866,1.08,0.167,14.31,22.92,-0.117,60.22
85049D,UNKNOWN,104,86,17.31,22.21,27.46,1.236,1.21,0.335,24.46,0.15,-0.398,-99.37
85049E,SCANDINAVIAN REDS RIBBONS,104,100,3.85,61.94,68.42,1.105,1.04,0.643,50.77,114.69,0.312,125.91
85049F,BABY BOOM RIBBONS,104,87,16.35,20.12,25.82,1.283,1.20,0.364,25.08,1.46,-0.389,-94.17
85049G,CHOCOLATE BOX RIBBONS,104,92,11.54,37.57,40.32,1.073,1.13,0.162,0.31,41.00,0.048,13225.00
85049H,URBAN BLACK RIBBONS,104,88,15.38,19.37,26.10,1.348,1.18,0.333,17.08,23.08,-0.075,35.14
85050,UNKNOWN,104,1,99.04,0.92,9.41,10.198,104.00,-0.010,0.00,0.00,-0.030,
85053,FRENCH ENAMEL CANDLEHOLDER,104,70,32.69,18.24,26.06,1.429,1.49,0.342,8.92,61.23,0.451,586.21
85054,FRENCH ENAMEL POT W LID,104,88,15.38,9.00,13.20,1.466,1.18,0.195,5.62,10.54,0.054,87.67
85055,FRENCH ENAMEL UTENSIL HOLDER,104,51,50.96,3.36,5.76,1.717,2.04,0.202,4.69,0.00,-0.072,-100.00
85059,FRENCH ENAMEL WATER BASIN,104,85,18.27,6.68,10.52,1.574,1.22,0.530,7.00,4.23,-0.023,-39.56
85060,WOOD FAN WITH FLOWER DESIGN,104,27,74.04,13.90,40.33,2.900,3.85,0.586,19.31,0.00,-0.512,-100.00
85061W,WHITE JEWELLED HEART DECORATION,104,98,5.77,56.77,78.22,1.378,1.06,0.003,58.62,68.92,-0.457,17.59
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,104,97,6.73,37.11,33.51,0.903,1.07,0.034,54.62,14.92,-0.364,-72.68
85063,CREAM SWEETHEART MAGAZINE RACK,104,46,55.77,2.84,4.30,1.516,2.26,0.547,4.92,0.00,-0.089,-100.00
85064,CREAM SWEETHEART LETTER RACK,104,41,60.58,15.24,55.34,3.631,2.54,0.092,0.23,0.00,-0.150,-100.00
85065,UNKNOWN,104,45,56.73,6.11,9.81,1.607,2.31,0.313,11.38,0.00,-0.177,-100.00
85066,CREAM SWEETHEART MINI CHEST,104,98,5.77,28.69,28.13,0.980,1.06,0.090,32.08,47.54,0.182,48.20
85067,CREAM SWEETHEART WALL CABINET,104,50,51.92,4.69,14.65,3.122,2.08,0.024,6.08,0.00,-0.113,-100.00
85068,CREAM SWEETHEART SHELF + HOOKS,104,30,71.15,9.22,30.19,3.274,3.47,0.165,0.00,0.00,-0.140,
85069,CREAM SWEETHEART DOUBLE SHELF,104,1,99.04,0.03,0.29,10.198,104.00,,0.23,0.00,-0.002,-100.00
85070,ANT WHITE SWEETHEART TABLE W 3 DRAW,104,4,96.15,0.06,0.34,5.830,26.00,-0.030,0.23,0.00,-0.002,-100.00
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,104,58,44.23,18.18,34.97,1.923,1.79,-0.032,8.31,38.46,0.226,362.96
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,104,60,42.31,21.15,35.04,1.656,1.73,0.086,8.85,40.69,0.214,360.00
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",104,61,41.35,12.30,34.68,2.820,1.70,-0.011,34.31,29.00,-0.019,-15.47
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,104,49,52.88,8.47,30.96,3.654,2.12,-0.030,27.00,16.23,-0.053,-39.89
85072,OCCASIONS GIFT CARD ASSORTMENT,104,1,99.04,1.15,11.77,10.198,104.00,,9.23,0.00,-0.066,-100.00
85077,KISSING REINDEER TABLE RUNNER,104,1,99.04,0.01,0.10,10.198,104.00,-0.010,0.08,0.00,-0.001,-100.00
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,104,63,39.42,43.60,227.52,5.219,1.65,-0.016,4.31,69.77,-0.058,1519.64
85079,EMBROIDERED REINDEER DECORATION,104,3,97.12,0.15,1.15,7.456,34.67,0.991,1.23,0.00,-0.009,-100.00
85080,UNKNOWN,104,12,88.46,1.13,4.38,3.859,8.67,0.160,2.77,0.00,-0.032,-100.00
85081,PADDED HOLLY CHRISTMAS DECORATION,104,10,90.38,1.00,3.51,3.509,10.40,0.427,1.46,0.00,-0.023,-100.00
85083,UNKNOWN,104,2,98.08,0.10,0.74,7.739,52.00,-0.013,0.77,0.00,-0.005,-100.00
85084,HOLLY TOP CHRISTMAS STOCKING,104,19,81.73,6.80,25.30,3.722,5.47,0.355,7.92,0.00,-0.100,-100.00
85086A,CANDY SPOT HEART DECORATION,104,55,47.12,5.66,8.13,1.436,1.89,0.249,9.92,0.00,-0.089,-100.00
85087,CANDY SPOT CUSHION COVER,104,48,53.85,3.81,7.29,1.914,2.17,0.558,1.15,3.31,0.063,186.67
85088,CANDY SPOT HAND BAG,104,48,53.85,3.31,8.69,2.628,2.17,-0.032,1.77,9.54,0.061,439.13
85089,CANDY SPOT BUNNY,104,18,82.69,0.89,2.71,3.025,5.78,0.105,2.54,0.62,-0.027,-75.76
85090,CANDY SPOT APRON,104,27,74.04,0.96,2.55,2.652,3.85,0.245,3.92,0.00,-0.039,-100.00
85091,CANDY SPOT BREAD BASKETS,104,13,87.50,3.30,28.37,8.603,8.00,0.046,1.38,0.00,-0.072,-100.00
85092,CANDY SPOT TEA COSY,104,15,85.58,3.76,25.14,6.687,6.93,-0.017,1.54,0.00,-0.069,-100.00
85093,CANDY SPOT EGG WARMER HARE,104,62,40.38,13.09,29.32,2.241,1.68,0.287,12.46,4.77,-0.045,-61.73
85094,CANDY SPOT EGG WARMER RABBIT,104,43,58.65,7.23,16.96,2.345,2.42,0.456,2.08,13.77,0.144,562.96
85095,THREE CANVAS LUGGAGE TAGS,104,21,79.81,1.66,4.70,2.824,4.95,0.264,0.00,2.00,0.032,
85096,HILDA CANDY SPOT RABBIT,104,43,58.65,2.02,5.54,2.741,2.42,-0.022,2.23,0.38,-0.023,-82.76
85097B,BLUE ROCKING SINGING CANARY,104,18,82.69,1.10,3.98,3.628,5.78,0.370,7.08,0.00,-0.052,-100.00
85098A,UNKNOWN,104,1,99.04,0.01,0.10,10.198,104.00,-0.010,0.08,0.00,-0.001,-100.00
85098B,BLUE FLYING SINGING CANARY,104,43,58.65,3.42,6.56,1.916,2.42,0.280,6.46,0.00,-0.101,-100.00
85099B,JUMBO BAG RED RETROSPOT,104,102,1.92,918.60,481.63,0.524,1.02,0.193,734.77,1220.08,3.058,66.05
85099C,JUMBO BAG BAROQUE BLACK WHITE,104,102,1.92,288.46,161.73,0.561,1.02,0.123,261.69,320.23,-0.087,22.37
85099F,JUMBO BAG STRAWBERRY,104,101,2.88,354.62,253.71,0.715,1.03,0.107,241.00,328.31,0.097,36.23
85103,SILVER T-LIGHT SETTING,104,46,55.77,2.96,8.29,2.798,2.26,0.014,5.08,0.00,-0.013,-100.00
85104,SILVER GLASS T-LIGHT SET,104,34,67.31,3.14,14.94,4.753,3.06,-0.026,5.85,0.77,0.018,-86.84
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,104,34,67.31,11.63,54.53,4.687,3.06,-0.025,3.00,0.46,0.101,-84.62
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,104,41,60.58,15.21,54.25,3.566,2.54,0.018,11.46,37.23,0.072,224.83
85109,PINK BOUDOIR T-LIGHT HOLDER,104,16,84.62,40.49,258.54,6.385,6.50,-0.023,12.15,0.00,-0.675,-100.00
85110,BLACK SILVER FLOWER T-LIGHT HOLDER,104,18,82.69,110.77,658.74,5.947,5.78,-0.016,14.00,0.00,-1.912,-100.00
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,104,42,59.62,27.23,105.77,3.884,2.48,-0.007,0.38,70.08,0.177,18120.00
